Stream Start,Stream End,Duration,Has Error,In Process,Asset Name,Service Type,VOD Pump,QAM,Service Group,MAC Address,Account #,Error Code,Event Category,Stream Type,Bitrate,Trick Plays
"05-May-2018 08:52:38 PM","05-May-2018 08:52:38 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22074","00:00:06:DF:2E:E6","8245114581133839","1062","Not Assigned","V","3120000","1"
"05-May-2018 07:55:41 PM","05-May-2018 08:53:05 PM","0h 57m 24s","true","false","That's My Boy","FOD","EauClaire1",,"asdlwi-12017","00:00:0A:9D:3D:87","8245115050015324","1062","Not Assigned","V","3120000","1"
"05-May-2018 08:56:50 PM","05-May-2018 08:56:50 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36023","00:00:07:2C:2B:3A","8245114190068350","1062","Not Assigned","V","3120000","1"
"05-May-2018 08:56:54 PM","05-May-2018 08:56:54 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36023","00:00:07:2C:2B:3A","8245114190068350","1062","Not Assigned","V","3120000","1"
"05-May-2018 08:09:04 PM","05-May-2018 08:59:16 PM","0h 50m 12s","true","false","Patriots Day HD","SOD","EauClaire1",,"onlawi-36059","00:00:05:03:DC:09","8245114000016136","1062","Not Assigned","V","12500000","22"
"05-May-2018 08:46:43 PM","05-May-2018 09:07:35 PM","0h 20m 52s","true","false","Patriots Day HD","SOD","EauClaire1",,"onlawi-36088","00:00:04:A4:E5:88","8245114320092304","1062","Not Assigned","V","12500000","1"
"05-May-2018 09:04:45 PM","05-May-2018 09:07:53 PM","0h 3m 8s","true","false","Vanderpump 619 HD","FHD","EauClaire1",,"euclwi-22004","00:00:07:6B:CE:CE","8245114680009880","1062","Not Assigned","V","12500000","1"
"05-May-2018 09:05:15 PM","05-May-2018 09:08:21 PM","0h 3m 6s","true","false","John Wick 2 HD","HHD","FondduLac1",,"fdulwi-23049","00:00:07:2A:B8:B6","8245110010034689","1062","Not Assigned","V","12500000","1"
"05-May-2018 09:09:20 PM","05-May-2018 09:09:20 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"rclkwi-39019","00:00:05:42:C4:9B","8245114800166255","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:10:35 PM","05-May-2018 09:13:37 PM","0h 3m 2s","true","false","The Resident 112 HD","FHD","Madison1",,"prrewi-38022","00:00:00:92:9D:18","8245116811523580","1062","Not Assigned","V","15000000","1"
"05-May-2018 09:16:19 PM","05-May-2018 09:16:19 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22047","00:00:06:E3:6A:E3","8245114620025624","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:16:20 PM","05-May-2018 09:16:20 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22047","00:00:06:E3:6A:E3","8245114620025624","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:00:49 PM","05-May-2018 09:21:41 PM","0h 20m 52s","true","false","Patriots Day HD","SOD","EauClaire1",,"onlawi-36103","00:00:02:60:B0:28","8245114280896926","1062","Not Assigned","V","12500000","1"
"05-May-2018 09:21:48 PM","05-May-2018 09:25:57 PM","0h 4m 9s","true","false","Patriots Day HD","SOD","EauClaire1",,"onlawi-36103","00:00:02:60:B0:28","8245114280896926","1062","Not Assigned","V","12500000","21"
"05-May-2018 09:05:15 PM","05-May-2018 09:26:07 PM","0h 20m 52s","true","false","Patriots Day HD","SOD","EauClaire1",,"hywrwi-28015","00:00:04:B1:27:13","8245114950046463","1062","Not Assigned","V","12500000","1"
"05-May-2018 09:27:36 PM","05-May-2018 09:27:36 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36003","00:00:07:3B:1F:42","8245114320254888","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:27:42 PM","05-May-2018 09:27:43 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36003","00:00:07:3B:1F:42","8245114320254888","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:27:46 PM","05-May-2018 09:27:47 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36003","00:00:07:3B:1F:42","8245114320254888","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:27:53 PM","05-May-2018 09:27:53 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36003","00:00:07:3B:1F:42","8245114320254888","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:27:57 PM","05-May-2018 09:27:57 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36003","00:00:07:3B:1F:42","8245114320254888","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:28:25 PM","05-May-2018 09:28:26 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36003","00:00:07:3B:1F:42","8245114320254888","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:12:44 PM","05-May-2018 09:33:06 PM","0h 20m 22s","true","false","Patriots Day HD","SOD","EauClaire1",,"euclwi-22033","00:00:07:5C:CB:DB","8245114590222516","1062","Not Assigned","V","12500000","2"
"05-May-2018 09:33:16 PM","05-May-2018 09:35:57 PM","0h 2m 41s","true","false","Patriots Day HD","SOD","EauClaire1",,"euclwi-22033","00:00:07:5C:CB:DB","8245114590222516","1062","Not Assigned","V","12500000","18"
"05-May-2018 09:35:19 PM","05-May-2018 09:38:28 PM","0h 3m 9s","true","false","Young Sheldon 04-05 HD","FHD","Madison1",,"dgvlwi-18013","00:00:02:DD:69:C3","8245117420006280","1062","Not Assigned","V","12500000","1"
"05-May-2018 09:44:53 PM","05-May-2018 09:44:53 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22019","00:00:01:4F:BD:30","8245114580772413","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:45:10 PM","05-May-2018 09:45:11 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22002","00:00:07:58:09:E4","8245114580982814","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:31:13 PM","05-May-2018 09:52:05 PM","0h 20m 52s","true","false","Patriots Day HD","SOD","EauClaire1",,"onlawi-36075","00:00:07:2E:39:EC","8245114140162576","1062","Not Assigned","V","12500000","1"
"05-May-2018 09:53:04 PM","05-May-2018 09:56:06 PM","0h 3m 2s","true","false","Varsity Blues","STZOD","FondduLac1",,"shbywi-43003","00:00:04:94:66:87","8245111330061188","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:00:55 PM","05-May-2018 10:00:55 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22091","00:00:04:F0:8A:36","8245114420310242","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:01:48 PM","05-May-2018 10:01:49 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22091","00:00:04:F0:8A:36","8245114420310242","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:01:52 PM","05-May-2018 10:01:52 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22091","00:00:04:F0:8A:36","8245114420310242","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:01:56 PM","05-May-2018 10:01:56 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22091","00:00:04:F0:8A:36","8245114420310242","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:01:57 PM","05-May-2018 10:01:57 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22091","00:00:04:F0:8A:36","8245114420310242","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:01:58 PM","05-May-2018 10:01:58 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22091","00:00:04:F0:8A:36","8245114420310242","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:02:21 PM","05-May-2018 10:02:22 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22012","00:00:03:C3:40:19","8245114581006936","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:02:48 PM","05-May-2018 10:02:48 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22012","00:00:03:C3:40:19","8245114581006936","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:03:11 PM","05-May-2018 10:03:11 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22012","00:00:03:C3:40:19","8245114581006936","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:03:34 PM","05-May-2018 10:03:34 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22012","00:00:03:C3:40:19","8245114581006936","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:04:05 PM","05-May-2018 10:04:06 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22012","00:00:03:C3:40:19","8245114581006936","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:04:25 PM","05-May-2018 10:04:25 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22012","00:00:03:C3:40:19","8245114581006936","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:04:53 PM","05-May-2018 10:04:53 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22012","00:00:03:C3:40:19","8245114581006936","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:22:17 PM","05-May-2018 10:10:25 PM","0h 48m 8s","true","false","FindingNeverland HD","HHD","EauClaire1",,"onlawi-36085","00:00:00:EB:07:41","8245114040050574","1062","Not Assigned","V","12500000","1"
"05-May-2018 09:26:02 PM","05-May-2018 10:11:23 PM","0h 45m 21s","true","false","Patriots Day HD","SOD","EauClaire1",,"onlawi-36103","00:00:02:60:B0:28","8245114280896926","1062","Not Assigned","V","12500000","11"
"05-May-2018 10:13:01 PM","05-May-2018 10:13:02 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:13:11 PM","05-May-2018 10:13:12 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 09:36:11 PM","05-May-2018 10:18:49 PM","0h 42m 38s","true","false","Patriots Day HD","SOD","EauClaire1",,"euclwi-22033","00:00:07:5C:CB:DB","8245114590222516","1062","Not Assigned","V","12500000","7"
"05-May-2018 10:28:22 PM","05-May-2018 10:28:22 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36076","00:00:04:D5:2F:04","8245114180004142","1062","Not Assigned","V","3120000","1"
"05-May-2018 10:19:03 PM","05-May-2018 10:39:36 PM","0h 20m 33s","true","false","Patriots Day HD","SOD","EauClaire1",,"euclwi-22033","00:00:07:5C:CB:DB","8245114590222516","1062","Not Assigned","V","12500000","11"
"05-May-2018 09:53:43 PM","05-May-2018 10:51:06 PM","0h 57m 23s","true","false","That's My Boy","FOD","EauClaire1",,"rclkwi-39011","00:00:41:93:F5:28","8245114820029038","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:01:06 PM","05-May-2018 11:01:07 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"asdlwi-12005","00:00:07:33:63:9E","8245114990138858","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:01:22 PM","05-May-2018 11:01:23 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"asdlwi-12005","00:00:07:33:63:9E","8245114990138858","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:09:02 PM","05-May-2018 11:09:02 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"rclkwi-39004","00:00:07:30:85:07","8245114910062378","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:09:08 PM","05-May-2018 11:09:08 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"rclkwi-39004","00:00:07:30:85:07","8245114910062378","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:09:09 PM","05-May-2018 11:09:09 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"rclkwi-39004","00:00:07:30:85:07","8245114910062378","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:12:11 PM","05-May-2018 11:12:11 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"euclwi-22074","00:00:0A:9D:8E:1E","8245114581138655","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:19:13 PM","05-May-2018 11:19:13 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:19:14 PM","05-May-2018 11:19:14 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:28:01 PM","05-May-2018 11:28:01 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:28:10 PM","05-May-2018 11:28:10 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:28:16 PM","05-May-2018 11:28:17 PM","0h 0m 1s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:28:20 PM","05-May-2018 11:28:20 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:29:24 PM","05-May-2018 11:29:24 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:29:35 PM","05-May-2018 11:29:35 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:30:52 PM","05-May-2018 11:30:52 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:07:49 PM","05-May-2018 11:33:36 PM","0h 25m 47s","true","false","That's My Boy","FOD","EauClaire1",,"rclkwi-39001","00:00:07:35:5A:A1","8245114910062014","1062","Not Assigned","V","3120000","1"
"05-May-2018 11:35:02 PM","05-May-2018 11:35:02 PM","0h 0m 0s","true","false","The Croods","FOD","EauClaire1",,"onlawi-36084","00:00:03:A1:2E:8E","8245114040083740","1062","Not Assigned","V","3120000","1"
